megyekod;Település;tipus;ferfi;no
TOL;Szedres;község;1 019;1 040
TOL;Tengelic;község;1 101;1 068
TOL;Tevel;község;643;681
TOL;Tolnanémedi;község;432;526
TOL;Udvari;község;154;118
TOL;Újireg;község;128;141
TOL;Váralja;község;392;388
TOL;Várdomb;község;561;593
TOL;Várong;község;73;63
TOL;Varsád;község;174;177
TOL;Závod;község;151;157
TOL;Zomba;község;956;983
VAS;Szombathely;vármegye székhely;34 734;39 074
VAS;Bük;város;1 734;1 850
VAS;Celldömölk;város;4 619;5 201
VAS;Csepreg;város;1 534;1 685
VAS;Jánosháza;város;1 155;1 221
VAS;Körmend;város;4 948;5 371
VAS;Kőszeg;város;5 465;5 819
VAS;Őriszentpéter;város;533;563
VAS;Répcelak;város;1 230;1 299
VAS;Sárvár;város;6 522;7 069
VAS;Szentgotthárd;város;3 940;4 074
VAS;Vasvár;város;1 928;2 073
VAS;Vép;város;1 667;1 710
VAS;Acsád;község;296;361
VAS;Alsószölnök;község;171;191
VAS;Alsóújlak;község;276;288
VAS;Andrásfa;község;134;115
VAS;Apátistvánfalva;község;185;219
VAS;Bajánsenye;község;250;267
VAS;Balogunyom;község;577;582
VAS;Bejcgyertyános;község;207;219
VAS;Bérbaltavár;község;278;252
VAS;Boba;község;400;390
VAS;Borgáta;község;134;131
VAS;Bozsok;község;186;185
VAS;Bozzai;község;149;148
VAS;Bő;község;381;371
VAS;Bögöt;község;197;189
VAS;Bögöte;község;168;170
VAS;Bucsu;község;285;312
VAS;Cák;község;148;172
VAS;Chernelházadamonya;község;124;117
VAS;Csákánydoroszló;község;870;873
VAS;Csánig;község;185;195
VAS;Csehi;község;132;119
VAS;Csehimindszent;község;174;169
VAS;Csempeszkopács;község;173;156
VAS;Csénye;község;361;366
VAS;Csipkerek;község;195;197
VAS;Csönge;község;187;206
VAS;Csörötnek;község;439;389
VAS;Daraboshegy;község;52;55
VAS;Dozmat;község;179;177
VAS;Döbörhegy;község;81;76
VAS;Döröske;község;71;65
VAS;Duka;község;135;129
VAS;Egervölgy;község;190;163
VAS;Egyházashetye;község;158;157
VAS;Egyházashollós;község;285;276
VAS;Egyházasrádóc;község;681;643
VAS;Felsőcsatár;község;246;257
VAS;Felsőjánosfa;község;90;100
VAS;Felsőmarác;község;132;147
VAS;Felsőszölnök;község;286;272
VAS;Gasztony;község;229;211
VAS;Gencsapáti;község;1 351;1 365
VAS;Gérce;község;547;558
VAS;Gersekarát;község;345;334
VAS;Gór;község;189;168
VAS;Gyanógeregye;község;81;82
VAS;Gyöngyösfalu;község;571;567
VAS;Győrvár;község;319;312
VAS;Halastó;község;45;45
VAS;Halogy;község;138;137
VAS;Harasztifalu;község;103;101
VAS;Hegyfalu;község;385;378
VAS;Hegyháthodász;község;87;64
VAS;Hegyhátsál;község;53;75
VAS;Hegyhátszentjakab;község;140;130
VAS;Hegyhátszentmárton;község;34;30
VAS;Hegyhátszentpéter;község;71;67
VAS;Horvátlövő;község;95;94
VAS;Horvátzsidány;község;403;432
VAS;Hosszúpereszteg;község;310;337
VAS;Ikervár;község;814;857
VAS;Iklanberény;község;30;32
VAS;Ispánk;község;53;52
VAS;Ivánc;község;337;313
VAS;Ják;község;1 344;1 330
VAS;Jákfa;község;256;235
VAS;Káld;község;501;537
VAS;Kám;község;209;239
VAS;Karakó;község;103;108
VAS;Katafa;község;173;159
VAS;Keléd;község;57;37
VAS;Kemeneskápolna;község;56;54
VAS;Kemenesmagasi;község;439;458
VAS;Kemenesmihályfa;község;262;255
VAS;Kemenespálfa;község;205;189
VAS;Kemenessömjén;község;249;266
VAS;Kemenesszentmárton;község;105;113
VAS;Kemestaródfa;község;124;125
VAS;Kenéz;község;128;135
VAS;Kenyeri;község;418;425
VAS;Kercaszomor;község;108;100
VAS;Kerkáskápolna;község;46;43
VAS;Kétvölgy;község;54;54
VAS;Kisrákos;község;95;73
VAS;Kissomlyó;község;129;135
VAS;Kisunyom;község;236;248
VAS;Kiszsidány;község;43;55
VAS;Kondorfa;község;254;264
VAS;Köcsk;község;151;132
VAS;Kőszegdoroszló;község;158;142
VAS;Kőszegpaty;község;126;98
VAS;Kőszegszerdahely;község;289;267
VAS;Lócs;község;89;78
VAS;Lukácsháza;község;569;558
VAS;Magyarlak;község;378;402
VAS;Magyarnádalja;község;150;140
VAS;Magyarszecsőd;község;216;212
VAS;Magyarszombatfa;község;122;136
VAS;Meggyeskovácsi;község;388;380
VAS;Megyehíd;község;152;164
VAS;Mersevát;község;297;289
VAS;Mesterháza;község;84;88
VAS;Mesteri;község;149;146
VAS;Meszlen;község;107;114
VAS;Mikosszéplak;község;166;166
VAS;Molnaszecsőd;község;226;208
VAS;Nádasd;község;677;685
VAS;Nagygeresd;község;134;140
VAS;Nagykölked;község;97;88
VAS;Nagymizdó;község;68;51
VAS;Nagyrákos;község;138;118
VAS;Nagysimonyi;község;462;477
VAS;Nagytilaj;község;93;92
VAS;Nárai;község;769;784
VAS;Narda;község;234;244
VAS;Nemesbőd;község;352;335
VAS;Nemescsó;község;168;151
VAS;Nemeskeresztúr;község;142;159
VAS;Nemeskocs;község;162;165
VAS;Nemeskolta;község;183;201
VAS;Nemesládony;község;84;91
VAS;Nemesmedves;község;15;12
VAS;Nemesrempehollós;község;137;135
VAS;Nick;község;277;287
VAS;Nyőgér;község;184;181
VAS;Olaszfa;község;198;221
VAS;Ólmod;község;61;53
VAS;Orfalu;község;41;31
VAS;Ostffyasszonyfa;község;382;395
VAS;Oszkó;község;306;314
VAS;Ölbő;község;351;359
VAS;Őrimagyarósd;község;108;106
VAS;Pácsony;község;147;149
VAS;Pankasz;község;206;218
VAS;Pápoc;község;169;179
VAS;Pecöl;község;389;385
VAS;Perenye;község;319;320
VAS;Peresznye;község;231;274
VAS;Petőmihályfa;község;108;108
VAS;Pinkamindszent;község;92;85
VAS;Pornóapáti;község;166;192
VAS;Porpác;község;80;76
VAS;Pósfa;község;138;131
VAS;Pusztacsó;község;71;86
VAS;Püspökmolnári;község;443;463
VAS;Rábagyarmat;község;393;352
VAS;Rábahídvég;község;459;498
VAS;Rábapaty;község;884;899
VAS;Rábatöttös;község;124;100
VAS;Rádóckölked;község;168;152
VAS;Rátót;község;126;118
VAS;Répceszentgyörgy;község;68;67
VAS;Rönök;község;186;184
VAS;Rum;község;611;634
VAS;Sajtoskál;község;215;203
VAS;Salköveskút;község;247;234
VAS;Sárfimizdó;község;48;44
VAS;Sé;község;687;690
VAS;Simaság;község;272;261
VAS;Sitke;község;373;365
VAS;Sorkifalud;község;318;330
VAS;Sorkikápolna;község;123;124
VAS;Sorokpolány;község;381;419
VAS;Sótony;község;329;318
VAS;Söpte;község;400;405
VAS;Szaknyér;község;28;21
VAS;Szakonyfalu;község;180;176
VAS;Szalafő;község;106;116
VAS;Szarvaskend;község;126;101
VAS;Szatta;község;33;31
VAS;Szeleste;község;330;350
VAS;Szemenye;község;166;182
VAS;Szentpéterfa;község;486;514
VAS;Szergény;község;139;154
VAS;Szőce;község;180;179
VAS;Tanakajd;község;409;402
VAS;Táplánszentkereszt;község;1 323;1 346
VAS;Telekes;község;214;243
VAS;Tokorcs;község;187;189
VAS;Tompaládony;község;181;169
VAS;Tormásliget;község;152;155
VAS;Torony;község;1 010;1 054
VAS;Tömörd;község;152;135
VAS;Uraiújfalu;község;404;435
VAS;Vámoscsalád;község;149;159
VAS;Vasalja;község;150;165
VAS;Vásárosmiske;község;181;185
VAS;Vasasszonyfa;község;236;205
VAS;Vasegerszeg;község;158;204
VAS;Vashosszúfalu;község;173;179
VAS;Vaskeresztes;község;180;164
VAS;Vassurány;község;371;385
VAS;Vasszécseny;község;652;653
VAS;Vasszentmihály;község;170;173
VAS;Vasszilvágy;község;212;194
VAS;Vát;község;324;330
VAS;Velem;község;186;206
VAS;Velemér;község;41;37
VAS;Viszák;község;141;123
VAS;Vönöck;község;353;339
VAS;Zsédeny;község;122;124
VAS;Zsennye;község;55;56
VES;Veszprém;vármegye székhely;24 244;27 484
VES;Ajka;város;12 689;13 890
VES;Badacsonytomaj;város;1 042;1 100
VES;Balatonalmádi;város;4 919;5 253
VES;Balatonfüred;város;6 176;7 003
VES;Balatonfűzfő;város;2 182;2 331
VES;Balatonkenese;város;1 346;1 368
VES;Berhida;város;2 946;2 977
VES;Devecser;város;2 221;2 226
VES;Herend;város;1 794;1 810
VES;Pápa;város;13 362;14 786
VES;Sümeg;város;2 781;3 000
VES;Tapolca;város;6 739;7 542
VES;Várpalota;város;9 426;10 010
VES;Zirc;város;3 101;3 292
VES;Pétfürdő;nagyközség;2 094;2 336
VES;Révfülöp;nagyközség;615;625
VES;Ábrahámhegy;község;322;308
VES;Adásztevel;község;395;417
VES;Adorjánháza;község;191;195
VES;Alsóörs;község;1 001;1 058
VES;Apácatorna;község;88;90
VES;Aszófő;község;253;233
VES;Badacsonytördemic;község;467;455
VES;Bakonybél;község;555;577
VES;Bakonyjákó;község;393;364
VES;Bakonykoppány;község;97;105
VES;Bakonynána;község;468;498
VES;Bakonyoszlop;község;225;233
VES;Bakonypölöske;község;211;206
VES;Bakonyság;község;33;40
VES;Bakonyszentiván;község;114;102
VES;Bakonyszentkirály;község;411;405
VES;Bakonyszücs;község;132;114
VES;Bakonytamási;község;304;287
VES;Balatonakali;község;369;353
VES;Balatonakarattya;község;567;515
VES;Balatoncsicsó;község;120;143
VES;Balatonederics;község;552;555
VES;Balatonfőkajár;község;690;715
VES;Balatonhenye;község;69;69
VES;Balatonrendes;község;104;102
VES;Balatonszepezd;község;242;235
VES;Balatonszőlős;község;325;315
VES;Balatonudvari;község;189;209
VES;Bánd;község;384;366
VES;Barnag;község;73;63
VES;Bazsi;község;247;216
VES;Béb;község;140;147
VES;Békás;község;118;96
VES;Bodorfa;község;54;38
VES;Borszörcsök;község;194;200
VES;Borzavár;község;396;364
VES;Csabrendek;község;1 505;1 500
VES;Csajág;község;416;421
VES;Csehbánya;község;161;145
VES;Csesznek;község;266;237
VES;Csetény;község;920;919
VES;Csopak;község;1 068;1 151
VES;Csót;község;460;495
VES;Csögle;község;294;301
VES;Dabronc;község;219;225
VES;Dabrony;község;226;214
VES;Dáka;község;320;341
VES;Doba;község;237;230
VES;Döbrönte;község;150;132
VES;Dörgicse;község;153;164
VES;Dudar;község;875;879
VES;Egeralja;község;112;108
VES;Egyházaskesző;község;256;249
VES;Eplény;község;289;272
VES;Farkasgyepű;község;185;199
VES;Felsőörs;község;1 057;1 095
VES;Ganna;község;139;137
VES;Gecse;község;179;216
VES;Gic;község;177;163
VES;Gógánfa;község;390;362
VES;Gyepükaján;község;179;182
VES;Gyulakeszi;község;354;335
VES;Hajmáskér;község;1 473;1 558
VES;Halimba;község;597;615
VES;Hárskút;község;345;349
VES;Hegyesd;község;91;80
VES;Hegymagas;község;151;148
VES;Hetyefő;község;46;52
VES;Hidegkút;község;245;247
VES;Homokbödöge;község;324;334
VES;Hosztót;község;37;40
VES;Iszkáz;község;190;178
VES;Jásd;község;336;345
VES;Kamond;község;234;198
VES;Kapolcs;község;199;214
VES;Káptalanfa;község;410;382
VES;Káptalantóti;község;269;221
VES;Karakószörcsök;község;152;148
VES;Kékkút;község;36;25
VES;Kemeneshőgyész;község;250;240
VES;Kemenesszentpéter;község;330;333
VES;Kerta;község;285;268
VES;Királyszentistván;község;246;241
VES;Kisapáti;község;192;173
VES;Kisberzseny;község;55;58
VES;Kiscsősz;község;50;60
VES;Kislőd;község;648;590
VES;Kispirit;község;45;38
VES;Kisszőlős;község;64;73
VES;Kolontár;község;358;386
VES;Kővágóörs;község;371;327
VES;Köveskál;község;181;154
VES;Kup;község;221;216
VES;Külsővat;község;326;355
VES;Küngös;község;288;254
VES;Lesencefalu;község;160;151
VES;Lesenceistvánd;község;509;480
VES;Lesencetomaj;község;552;541
VES;Litér;község;1 162;1 132
VES;Lókút;község;259;232
VES;Lovas;község;307;270
VES;Lovászpatona;község;629;631
VES;Magyargencs;község;245;257
VES;Magyarpolány;község;685;664
VES;Malomsok;község;266;263
VES;Marcalgergelyi;község;192;180
VES;Marcaltő;község;375;389
VES;Márkó;község;948;964
VES;Megyer;község;18;12
VES;Mencshely;község;133;168
VES;Mezőlak;község;496;492
VES;Mihályháza;község;374;345
VES;Mindszentkálla;község;122;117
VES;Monostorapáti;község;576;563
VES;Monoszló;község;59;57
VES;Nagyacsád;község;329;307
VES;Nagyalásony;község;276;254
VES;Nagydém;község;177;164
VES;Nagyesztergár;község;590;579
VES;Nagygyimót;község;278;266
VES;Nagypirit;község;124;119
VES;Nagytevel;község;273;261
VES;Nagyvázsony;község;922;893
VES;Nemesgörzsöny;község;330;323
VES;Nemesgulács;község;492;494
VES;Nemeshany;község;197;167
VES;Nemesszalók;község;439;400
VES;Nemesvámos;község;1 590;1 568
VES;Nemesvita;község;178;187
VES;Németbánya;község;68;61
VES;Nóráp;község;87;104
VES;Noszlop;község;521;501
VES;Nyárád;község;464;469
VES;Nyirád;község;906;978
VES;Óbudavár;község;34;26
VES;Olaszfalu;község;544;518
VES;Oroszi;község;74;70
VES;Öcs;község;103;120
VES;Örvényes;község;91;79
VES;Ősi;község;1 042;1 014
VES;Öskü;község;1 133;1 128
VES;Paloznak;község;323;297
VES;Pápadereske;község;172;155
VES;Pápakovácsi;község;275;282
VES;Pápasalamon;község;191;181
VES;Pápateszér;község;646;618
VES;Papkeszi;község;785;767
VES;Pécsely;község;301;323
VES;Pénzesgyőr;község;176;153
VES;Porva;község;261;234
VES;Pula;község;85;96
VES;Pusztamiske;község;212;212
VES;Raposka;község;138;146
VES;Rigács;község;113;104
VES;Salföld;község;41;44
VES;Sáska;község;149;141
VES;Sóly;község;291;286
VES;Somlójenő;község;146;168
VES;Somlószőlős;község;315;319
VES;Somlóvásárhely;község;572;513
VES;Somlóvecse;község;49;42
VES;Sümegprága;község;282;311
VES;Szápár;község;227;260
VES;Szentantalfa;község;286;283
VES;Szentbékkálla;község;103;99
VES;Szentgál;község;1 424;1 354
VES;Szentimrefalva;község;95;92
VES;Szentjakabfa;község;57;64
VES;Szentkirályszabadja;község;1 108;1 071
VES;Szigliget;község;475;471
VES;Szőc;község;221;236
VES;Tagyon;község;57;54
VES;Takácsi;község;445;416
VES;Taliándörögd;község;333;334
VES;Tés;község;460;438
VES;Tihany;község;666;697
VES;Tótvázsony;község;724;724
VES;Tüskevár;község;285;277
VES;Ugod;község;618;659
VES;Ukk;község;156;152
VES;Úrkút;község;943;1 017
VES;Uzsa;község;155;156
VES;Vanyola;község;286;266
VES;Várkesző;község;79;101
VES;Városlőd;község;651;676
VES;Vaszar;község;797;811
VES;Vászoly;község;151;142
VES;Veszprémfajsz;község;121;129
VES;Veszprémgalsa;község;154;150
VES;Vid;község;62;64
VES;Vigántpetend;község;103;96
VES;Vilonya;község;387;344
VES;Vinár;község;107;113
VES;Vöröstó;község;61;54
VES;Zalaerdőd;község;128;130
VES;Zalagyömörő;község;208;215
VES;Zalahaláp;község;660;664
VES;Zalameggyes;község;37;32
VES;Zalaszegvár;község;77;65
VES;Zánka;község;511;562
ZAL;Zalaegerszeg;vármegye székhely;25 298;28 377
ZAL;Nagykanizsa;vármegyei jogú város;20 343;22 878
ZAL;Hévíz;város;2 192;2 561
ZAL;Keszthely;város;8 331;9 728
ZAL;Lenti;város;3 535;3 859
ZAL;Letenye;város;1 848;2 019
ZAL;Pacsa;város;798;786
ZAL;Zalakaros;város;1 491;1 547
ZAL;Zalalövő;város;1 401;1 421
ZAL;Zalaszentgrót;város;3 027;3 130
ZAL;Gyenesdiás;nagyközség;2 116;2 255
ZAL;Vonyarcvashegy;nagyközség;1 377;1 417
ZAL;Alibánfa;község;213;207
ZAL;Almásháza;község;43;37
ZAL;Alsónemesapáti;község;338;323
ZAL;Alsópáhok;község;769;834
ZAL;Alsórajk;község;161;172
ZAL;Alsószenterzsébet;község;29;20
ZAL;Babosdöbréte;község;261;264
ZAL;Baglad;község;26;33
ZAL;Bagod;község;615;591
ZAL;Bak;község;778;828
ZAL;Baktüttös;község;168;178
ZAL;Balatongyörök;község;767;770
ZAL;Balatonmagyaród;község;240;250
ZAL;Bánokszentgyörgy;község;298;292
ZAL;Barlahida;község;75;62
ZAL;Batyk;község;206;204
ZAL;Bázakerettye;község;367;365
ZAL;Becsehely;község;992;1 014
ZAL;Becsvölgye;község;367;380
ZAL;Belezna;község;326;318
ZAL;Belsősárd;község;63;50
ZAL;Bezeréd;község;89;79
ZAL;Bocfölde;község;582;593
ZAL;Bocska;község;146;153
ZAL;Bókaháza;község;151;144
ZAL;Boncodfölde;község;185;189
ZAL;Borsfa;község;344;340
ZAL;Böde;község;126;148
ZAL;Bödeháza;község;25;28
ZAL;Börzönce;község;19;26
ZAL;Búcsúszentlászló;község;347;367
ZAL;Bucsuta;község;103;106
ZAL;Csapi;község;93;93
ZAL;Csatár;község;261;281
ZAL;Cserszegtomaj;község;1 997;1 984
ZAL;Csertalakos;község;22;19
ZAL;Csesztreg;község;407;445
ZAL;Csonkahegyhát;község;157;187
ZAL;Csöde;község;35;35
ZAL;Csömödér;község;324;313
ZAL;Csörnyeföld;község;185;212
ZAL;Dióskál;község;244;232
ZAL;Dobri;község;69;70
ZAL;Dobronhegy;község;87;75
ZAL;Döbröce;község;42;39
ZAL;Dötk;község;27;26
ZAL;Egeraracsa;község;186;169
ZAL;Egervár;község;519;548
ZAL;Eszteregnye;község;335;336
ZAL;Esztergályhorváti;község;239;235
ZAL;Felsőpáhok;község;380;406
ZAL;Felsőrajk;község;415;393
ZAL;Felsőszenterzsébet;község;11;7
ZAL;Fityeház;község;301;323
ZAL;Fűzvölgy;község;74;63
ZAL;Gáborjánháza;község;39;37
ZAL;Galambok;község;697;671
ZAL;Garabonc;község;367;350
ZAL;Gellénháza;község;733;778
ZAL;Gelse;község;506;515
ZAL;Gelsesziget;község;137;129
ZAL;Gétye;község;64;62
ZAL;Gombosszeg;község;39;35
ZAL;Gosztola;község;50;45
ZAL;Gősfa;község;155;155
ZAL;Gutorfölde;község;464;424
ZAL;Gyűrűs;község;44;46
ZAL;Hagyárosbörönd;község;146;136
ZAL;Hahót;község;494;498
ZAL;Hernyék;község;51;44
ZAL;Homokkomárom;község;134;125
ZAL;Hosszúvölgy;község;94;96
ZAL;Hottó;község;165;179
ZAL;Iborfia;község;10;6
ZAL;Iklódbördőce;község;154;142
ZAL;Kacorlak;község;99;100
ZAL;Kallósd;község;56;48
ZAL;Kálócfa;község;76;65
ZAL;Kányavár;község;71;63
ZAL;Karmacs;község;371;419
ZAL;Kávás;község;122;131
ZAL;Kehidakustány;község;614;623
ZAL;Kemendollár;község;228;237
ZAL;Keménfa;község;44;43
ZAL;Kerecseny;község;132;138
ZAL;Kerkabarabás;község;149;149
ZAL;Kerkafalva;község;66;66
ZAL;Kerkakutas;község;66;68
ZAL;Kerkaszentkirály;község;103;116
ZAL;Kerkateskánd;község;105;83
ZAL;Kilimán;község;108;118
ZAL;Kisbucsa;község;222;199
ZAL;Kiscsehi;község;93;87
ZAL;Kisgörbő;község;103;93
ZAL;Kiskutas;község;102;102
ZAL;Kispáli;község;141;143
ZAL;Kisrécse;község;102;94
ZAL;Kissziget;község;83;84
ZAL;Kistolmács;község;73;91
ZAL;Kisvásárhely;község;34;38
ZAL;Kozmadombja;község;23;15
ZAL;Kustánszeg;község;244;237
ZAL;Külsősárd;község;33;40
ZAL;Lakhegy;község;210;230
ZAL;Lasztonya;község;27;26
ZAL;Lendvadedes;község;17;16
ZAL;Lendvajakabfa;község;34;30
ZAL;Lickóvadamos;község;108;102
ZAL;Ligetfalva;község;38;46
ZAL;Lispeszentadorján;község;134;144
ZAL;Liszó;község;178;188
ZAL;Lovászi;község;575;609
ZAL;Magyarföld;község;28;26
ZAL;Magyarszentmiklós;község;128;130
ZAL;Magyarszerdahely;község;217;244
ZAL;Maróc;község;33;34
ZAL;Márokföld;község;42;38
ZAL;Miháld;község;385;405
ZAL;Mihályfa;község;202;165
ZAL;Mikekarácsonyfa;község;159;174
ZAL;Milejszeg;község;161;158
ZAL;Misefa;község;135;135
ZAL;Molnári;község;344;332
ZAL;Murakeresztúr;község;803;828
ZAL;Murarátka;község;118;118
ZAL;Muraszemenye;község;240;246
ZAL;Nagybakónak;község;207;209
ZAL;Nagygörbő;község;103;94
ZAL;Nagykapornak;község;428;459
ZAL;Nagykutas;község;221;238
ZAL;Nagylengyel;község;240;244
ZAL;Nagypáli;község;315;286
ZAL;Nagyrada;község;251;231
ZAL;Nagyrécse;község;569;589
ZAL;Nemesapáti;község;265;244
ZAL;Nemesbük;község;415;453
ZAL;Nemeshetés;község;144;129
ZAL;Nemesnép;község;70;67
ZAL;Nemespátró;község;135;141
ZAL;Nemesrádó;község;161;169
ZAL;Nemessándorháza;község;177;160
ZAL;Nemesszentandrás;község;134;123
ZAL;Németfalu;község;96;115
ZAL;Nova;község;384;410
ZAL;Óhíd;község;269;262
ZAL;Oltárc;község;123;110
ZAL;Orbányosfa;község;49;53
ZAL;Ormándlak;község;61;60
ZAL;Orosztony;község;207;195
ZAL;Ortaháza;község;52;52
ZAL;Ozmánbük;község;90;94
ZAL;Padár;község;65;56
ZAL;Páka;község;522;526
ZAL;Pakod;község;436;435
ZAL;Pálfiszeg;község;75;78
ZAL;Pat;község;113;105
ZAL;Pethőhenye;község;227;214
ZAL;Petrikeresztúr;község;171;186
ZAL;Petrivente;község;151;177
ZAL;Pókaszepetk;község;474;463
ZAL;Pórszombat;község;127;137
ZAL;Pölöske;község;411;401
ZAL;Pölöskefő;község;205;191
ZAL;Pördefölde;község;41;35
ZAL;Pötréte;község;156;157
ZAL;Pusztaapáti;község;11;9
ZAL;Pusztaederics;község;92;83
ZAL;Pusztamagyaród;község;272;283
ZAL;Pusztaszentlászló;község;266;293
ZAL;Ramocsa;község;18;13
ZAL;Rédics;község;482;465
ZAL;Resznek;község;132;136
ZAL;Rezi;község;763;757
ZAL;Rigyác;község;196;200
ZAL;Salomvár;község;308;288
ZAL;Sand;község;184;202
ZAL;Sárhida;község;359;372
ZAL;Sármellék;község;898;965
ZAL;Semjénháza;község;286;258
ZAL;Sénye;község;41;35
ZAL;Sormás;község;400;397
ZAL;Söjtör;község;770;746
ZAL;Surd;község;279;296
ZAL;Sümegcsehi;község;280;308
ZAL;Szalapa;község;86;92
ZAL;Szécsisziget;község;100;96
ZAL;Szentgyörgyvár;község;203;195
ZAL;Szentgyörgyvölgy;község;189;199
ZAL;Szentkozmadombja;község;33;41
ZAL;Szentliszló;község;131;145
ZAL;Szentmargitfalva;község;46;38
ZAL;Szentpéterfölde;község;60;69
ZAL;Szentpéterúr;község;511;518
ZAL;Szepetnek;község;738;803
ZAL;Szijártóháza;község;23;25
ZAL;Szilvágy;község;94;93
ZAL;Tekenye;község;222;232
ZAL;Teskánd;község;645;642
ZAL;Tilaj;község;107;98
ZAL;Tófej;község;342;341
ZAL;Tormafölde;község;182;167
ZAL;Tornyiszentmiklós;község;247;252
ZAL;Tótszentmárton;község;398;374
ZAL;Tótszerdahely;község;552;598
ZAL;Türje;község;810;832
ZAL;Újudvar;község;476;476
ZAL;Valkonya;község;36;33
ZAL;Vállus;község;60;55
ZAL;Várfölde;község;102;99
ZAL;Várvölgy;község;517;497
ZAL;Vasboldogasszony;község;269;275
ZAL;Vaspör;község;188;183
ZAL;Vindornyafok;község;70;67
ZAL;Vindornyalak;község;42;49
ZAL;Vindornyaszőlős;község;183;173
ZAL;Vöckönd;község;47;56
ZAL;Zajk;község;101;107
ZAL;Zalaapáti;község;871;858
ZAL;Zalabaksa;község;301;310
ZAL;Zalabér;község;349;392
ZAL;Zalaboldogfa;község;198;186
ZAL;Zalacsány;község;590;560
ZAL;Zalacséb;község;238;257
ZAL;Zalaháshágy;község;193;176
ZAL;Zalaigrice;község;52;49
ZAL;Zalaistvánd;község;187;186
ZAL;Zalakomár;község;1 453;1 512
ZAL;Zalaköveskút;község;26;19
ZAL;Zalamerenye;község;112;110
ZAL;Zalasárszeg;község;76;72
ZAL;Zalaszabar;község;299;300
ZAL;Zalaszántó;község;531;496
ZAL;Zalaszentbalázs;község;427;415
ZAL;Zalaszentgyörgy;község;206;210
ZAL;Zalaszentiván;község;496;544
ZAL;Zalaszentjakab;község;168;173
ZAL;Zalaszentlászló;község;385;423
ZAL;Zalaszentlőrinc;község;139;122
ZAL;Zalaszentmárton;község;37;38
ZAL;Zalaszentmihály;község;500;519
ZAL;Zalaszombatfa;község;22;25
ZAL;Zalatárnok;község;315;330
ZAL;Zalaújlak;község;59;61
ZAL;Zalavár;község;464;476
ZAL;Zalavég;község;187;158
ZAL;Zebecke;község;37;34
