megyekod;Település;tipus;ferfi;no
FEJ;Sárbogárd;város;5 776;6 083
FEJ;Velence;város;3 698;3 847
FEJ;Cece;nagyközség;1 305;1 317
FEJ;Előszállás;nagyközség;1 155;1 175
FEJ;Lajoskomárom;nagyközség;1 039;1 025
FEJ;Lepsény;nagyközség;1 513;1 580
FEJ;Mezőfalva;nagyközség;2 394;2 317
FEJ;Perkáta;nagyközség;2 083;2 076
FEJ;Sárosd;nagyközség;1 613;1 624
FEJ;Seregélyes;nagyközség;2 214;2 257
FEJ;Soponya;nagyközség;938;899
FEJ;Szabadbattyán;nagyközség;2 496;2 440
FEJ;Alap;község;949;974
FEJ;Alcsútdoboz;község;759;758
FEJ;Alsószentiván;község;280;272
FEJ;Bakonycsernye;község;1 552;1 581
FEJ;Bakonykúti;község;81;82
FEJ;Balinka;község;456;471
FEJ;Baracs;község;1 893;1 794
FEJ;Baracska;község;1 461;1 405
FEJ;Beloiannisz;község;568;552
FEJ;Besnyő;község;936;932
FEJ;Bodmér;község;131;134
FEJ;Csabdi;község;667;674
FEJ;Csákberény;község;571;600
FEJ;Csókakő;község;770;819
FEJ;Csór;község;996;970
FEJ;Csősz;község;526;518
FEJ;Daruszentmiklós;község;670;646
FEJ;Dég;község;1 015;1 074
FEJ;Etyek;község;2 326;2 366
FEJ;Fehérvárcsurgó;község;1 054;1 115
FEJ;Felcsút;község;1 016;950
FEJ;Füle;község;458;457
FEJ;Gánt;község;405;344
FEJ;Gyúró;község;721;687
FEJ;Hantos;község;449;461
FEJ;Igar;község;436;414
FEJ;Iszkaszentgyörgy;község;1 180;1 216
FEJ;Isztimér;község;484;461
FEJ;Iváncsa;község;1 380;1 437
FEJ;Jenő;község;640;702
FEJ;Kajászó;község;668;627
FEJ;Káloz;község;1 175;1 249
FEJ;Kápolnásnyék;község;2 058;2 150
FEJ;Kincsesbánya;község;718;771
FEJ;Kisapostag;község;774;742
FEJ;Kisláng;község;1 273;1 222
FEJ;Kőszárhegy;község;818;838
FEJ;Kulcs;község;1 918;1 829
FEJ;Lovasberény;község;1 411;1 400
FEJ;Magyaralmás;község;870;867
FEJ;Mány;község;1 265;1 260
FEJ;Mátyásdomb;község;407;369
FEJ;Mezőkomárom;község;490;454
FEJ;Mezőszentgyörgy;község;660;640
FEJ;Mezőszilas;község;1 015;1 092
FEJ;Moha;község;298;261
FEJ;Nadap;község;387;409
FEJ;Nádasdladány;község;923;872
FEJ;Nagykarácsony;község;723;639
FEJ;Nagylók;község;500;545
FEJ;Nagyveleg;község;334;338
FEJ;Nagyvenyim;község;2 115;2 103
FEJ;Óbarok;község;474;423
FEJ;Pákozd;község;1 994;1 933
FEJ;Pátka;község;992;949
FEJ;Pázmánd;község;1 188;1 182
FEJ;Pusztavám;község;1 252;1 305
FEJ;Ráckeresztúr;község;1 871;1 825
FEJ;Sáregres;község;381;351
FEJ;Sárkeresztes;község;780;811
FEJ;Sárkeresztúr;község;1 335;1 364
FEJ;Sárkeszi;község;307;301
FEJ;Sárszentágota;község;684;685
FEJ;Sárszentmihály;község;1 603;1 567
FEJ;Söréd;község;287;281
FEJ;Sukoró;község;1 053;1 058
FEJ;Szabadegyháza;község;1 033;1 028
FEJ;Szabadhídvég;község;423;397
FEJ;Szár;község;875;912
FEJ;Tabajd;község;489;523
FEJ;Tác;község;890;872
FEJ;Tordas;község;1 161;1 150
FEJ;Újbarok;község;269;241
FEJ;Úrhida;község;1 440;1 395
FEJ;Vajta;község;430;436
FEJ;Vál;község;1 368;1 416
FEJ;Vereb;község;436;425
FEJ;Vértesacsa;község;925;975
FEJ;Vértesboglár;község;441;480
FEJ;Zámoly;község;1 212;1 212
FEJ;Zichyújfalu;község;465;419
GYO;Győr;vármegye székhely;57 051;63 070
GYO;Sopron;vármegyei jogú város;26 398;29 280
GYO;Beled;város;1 224;1 290
GYO;Csorna;város;4 678;4 908
GYO;Fertőd;város;1 645;1 754
GYO;Fertőszentmiklós;város;1 910;2 084
GYO;Jánossomorja;város;3 046;3 075
GYO;Kapuvár;város;4 691;5 080
GYO;Lébény;város;1 694;1 682
GYO;Mosonmagyaróvár;város;15 386;16 423
GYO;Pannonhalma;város;1 812;1 809
GYO;Tét;város;2 099;2 137
GYO;Bősárkány;nagyközség;1 146;1 151
GYO;Hegyeshalom;nagyközség;1 970;2 029
GYO;Nagycenk;nagyközség;1 398;1 475
GYO;Szany;nagyközség;1 074;1 060
GYO;Abda;község;1 638;1 659
GYO;Acsalag;község;254;234
GYO;Ágfalva;község;1 220;1 219
GYO;Agyagosszergény;község;490;487
GYO;Árpás;község;151;134
GYO;Ásványráró;község;1 167;1 131
GYO;Babót;község;557;552
GYO;Bágyogszovát;község;662;658
GYO;Bakonygyirót;község;92;92
GYO;Bakonypéterd;község;159;134
GYO;Bakonyszentlászló;község;876;863
GYO;Barbacs;község;401;379
GYO;Bezenye;község;730;805
GYO;Bezi;község;276;259
GYO;Bodonhely;község;194;178
GYO;Bogyoszló;község;317;305
GYO;Bőny;község;1 161;1 201
GYO;Börcs;község;730;730
GYO;Cakóháza;község;27;30
GYO;Cirák;község;263;281
GYO;Csáfordjánosfa;község;116;130
GYO;Csapod;község;329;286
GYO;Csér;község;19;13
GYO;Csikvánd;község;266;248
GYO;Darnózseli;község;825;848
GYO;Dénesfa;község;221;199
GYO;Dör;község;294;304
GYO;Dunakiliti;község;1 139;1 156
GYO;Dunaremete;község;133;138
GYO;Dunaszeg;község;1 272;1 209
GYO;Dunaszentpál;község;396;383
GYO;Dunasziget;község;980;969
GYO;Ebergőc;község;83;75
GYO;Écs;község;1 128;1 179
GYO;Edve;község;56;55
GYO;Egyed;község;260;253
GYO;Egyházasfalu;község;457;437
GYO;Enese;község;931;973
GYO;Farád;község;967;945
GYO;Fehértó;község;267;261
GYO;Feketeerdő;község;370;359
GYO;Felpéc;község;501;522
GYO;Fenyőfő;község;52;38
GYO;Fertőboz;község;159;156
GYO;Fertőendréd;község;327;320
GYO;Fertőhomok;község;467;496
GYO;Fertőrákos;község;1 226;1 275
GYO;Fertőszéplak;község;723;732
GYO;Gönyű;község;1 756;1 669
GYO;Gyalóka;község;39;48
GYO;Gyarmat;község;688;727
GYO;Gyóró;község;181;196
GYO;Gyömöre;község;652;625
GYO;Győrasszonyfa;község;255;263
GYO;Győrladamér;község;969;1 017
GYO;Győrság;község;881;892
GYO;Győrsövényház;község;430;393
GYO;Győrszemere;község;1 863;1 862
GYO;Győrújbarát;község;4 114;4 241
GYO;Győrújfalu;község;1 249;1 266
GYO;Győrzámoly;község;2 050;2 071
GYO;Halászi;község;1 680;1 681
GYO;Harka;község;1 614;1 625
GYO;Hédervár;község;699;689
GYO;Hegykő;község;846;837
GYO;Hidegség;község;245;234
GYO;Himod;község;345;348
GYO;Hövej;község;202;176
GYO;Ikrény;község;953;963
GYO;Iván;község;659;600
GYO;Jobaháza;község;245;273
GYO;Kajárpéc;község;709;639
GYO;Károlyháza;község;289;265
GYO;Kimle;község;1 188;1 186
GYO;Kisbabot;község;122;118
GYO;Kisbajcs;község;466;468
GYO;Kisbodak;község;192;196
GYO;Kisfalud;község;364;358
GYO;Kóny;község;1 407;1 398
GYO;Kópháza;község;1 003;1 090
GYO;Koroncó;község;1 388;1 383
GYO;Kunsziget;község;730;742
GYO;Lázi;község;289;246
GYO;Levél;község;1 342;1 345
GYO;Lipót;község;444;448
GYO;Lövő;község;709;697
GYO;Maglóca;község;78;65
GYO;Magyarkeresztúr;község;217;234
GYO;Máriakálnok;község;1 129;1 126
GYO;Markotabödöge;község;262;261
GYO;Mecsér;község;339;343
GYO;Mérges;község;58;54
GYO;Mezőörs;község;602;663
GYO;Mihályi;község;576;513
GYO;Mórichida;község;408;430
GYO;Mosonszentmiklós;község;1 393;1 396
GYO;Mosonszolnok;község;999;971
GYO;Mosonudvar;község;219;195
GYO;Nagybajcs;község;606;634
GYO;Nagylózs;község;442;520
GYO;Nagyszentjános;község;1 105;1 028
GYO;Nemeskér;község;96;105
GYO;Nyalka;község;248;284
GYO;Nyúl;község;2 386;2 406
GYO;Osli;község;457;464
GYO;Öttevény;község;1 517;1 591
GYO;Páli;község;285;200
GYO;Pásztori;község;195;195
GYO;Pázmándfalu;község;621;590
GYO;Pér;község;1 260;1 313
GYO;Pereszteg;község;772;767
GYO;Petőháza;község;543;569
GYO;Pinnye;község;177;154
GYO;Potyond;község;55;46
GYO;Pusztacsalád;község;155;140
GYO;Püski;község;350;327
GYO;Rábacsanak;község;284;269
GYO;Rábacsécsény;község;319;323
GYO;Rábakecöl;község;370;370
GYO;Rábapatona;község;1 482;1 516
GYO;Rábapordány;község;484;492
GYO;Rábasebes;község;51;39
GYO;Rábaszentandrás;község;238;237
GYO;Rábaszentmihály;község;241;244
GYO;Rábaszentmiklós;község;73;68
GYO;Rábatamási;község;526;501
GYO;Rábcakapi;község;90;99
GYO;Rajka;község;3 334;3 643
GYO;Ravazd;község;609;664
GYO;Répceszemere;község;143;136
GYO;Répcevis;község;171;171
GYO;Rétalap;község;277;257
GYO;Románd;község;161;162
GYO;Röjtökmuzsaj;község;221;234
GYO;Sarród;község;513;516
GYO;Sikátor;község;159;187
GYO;Sobor;község;146;156
GYO;Sokorópátka;község;596;534
GYO;Sopronhorpács;község;435;447
GYO;Sopronkövesd;község;711;757
GYO;Sopronnémeti;község;150;145
GYO;Szakony;község;232;241
GYO;Szárföld;község;550;554
GYO;Szerecseny;község;432;434
GYO;Szil;község;717;686
GYO;Szilsárkány;község;376;355
GYO;Táp;község;375;380
GYO;Tápszentmiklós;község;476;434
GYO;Tarjánpuszta;község;217;221
GYO;Tárnokréti;község;102;100
GYO;Tényő;község;931;926
GYO;Töltéstava;község;1 330;1 299
GYO;Újkér;község;497;508
GYO;Újrónafő;község;476;458
GYO;Und;község;166;186
GYO;Vadosfa;község;47;44
GYO;Vág;község;269;260
GYO;Vámosszabadi;község;2 089;2 051
GYO;Várbalog;község;229;226
GYO;Vásárosfalu;község;90;73
GYO;Vének;község;105;106
GYO;Veszkény;község;481;521
GYO;Veszprémvarsány;község;529;515
GYO;Vitnyéd;község;749;733
GYO;Völcsej;község;212;213
GYO;Zsebeháza;község;74;78
GYO;Zsira;község;417;399
HAJ;Debrecen;vármegye székhely;90 932;101 277
HAJ;Balmazújváros;város;8 611;8 989
HAJ;Berettyóújfalu;város;6 908;7 434
HAJ;Biharkeresztes;város;2 478;2 422
HAJ;Derecske;város;4 177;4 399
HAJ;Hajdúböszörmény;város;14 566;15 252
HAJ;Hajdúdorog;város;4 412;4 421
HAJ;Hajdúhadház;város;6 770;6 791
HAJ;Hajdúnánás;város;8 033;8 341
HAJ;Hajdúsámson;város;7 746;7 539
HAJ;Hajdúszoboszló;város;11 764;12 618
HAJ;Kaba;város;2 817;2 820
HAJ;Komádi;város;2 582;2 664
HAJ;Létavértes;város;3 711;3 791
HAJ;Nádudvar;város;4 126;4 274
HAJ;Nyíradony;város;3 756;3 854
HAJ;Polgár;város;4 025;4 030
HAJ;Püspökladány;város;6 616;7 037
HAJ;Téglás;város;3 187;3 270
HAJ;Tiszacsege;város;2 303;2 296
HAJ;Vámospércs;város;2 684;2 719
HAJ;Bagamér;nagyközség;1 239;1 262
HAJ;Csökmő;nagyközség;949;906
HAJ;Egyek;nagyközség;2 607;2 640
HAJ;Földes;nagyközség;1 869;2 000
HAJ;Hosszúpályi;nagyközség;2 936;2 943
HAJ;Nagyrábé;nagyközség;987;1 023
HAJ;Nyírábrány;nagyközség;1 933;1 982
HAJ;Pocsaj;nagyközség;1 468;1 388
HAJ;Sárrétudvari;nagyközség;1 432;1 411
HAJ;Zsáka;nagyközség;757;778
HAJ;Álmosd;község;903;941
HAJ;Ártánd;község;394;323
HAJ;Bakonszeg;község;551;603
HAJ;Báránd;község;1 221;1 176
HAJ;Bedő;község;209;201
HAJ;Berekböszörmény;község;1 041;975
HAJ;Bihardancsháza;község;88;72
HAJ;Biharnagybajom;község;1 323;1 233
HAJ;Bihartorda;község;486;496
HAJ;Bocskaikert;község;2 114;2 179
HAJ;Bojt;község;312;282
HAJ;Darvas;község;265;239
HAJ;Ebes;község;2 419;2 507
HAJ;Esztár;község;664;679
HAJ;Folyás;község;164;139
HAJ;Furta;község;597;618
HAJ;Fülöp;község;874;875
HAJ;Gáborján;község;467;444
HAJ;Görbeháza;község;1 184;1 224
HAJ;Hajdúbagos;község;1 035;1 074
HAJ;Hajdúszovát;község;1 554;1 557
HAJ;Hencida;község;652;601
HAJ;Hortobágy;község;654;684
HAJ;Kismarja;község;626;693
HAJ;Kokad;község;334;332
HAJ;Konyár;község;1 139;1 114
HAJ;Körösszakál;község;398;352
HAJ;Körösszegapáti;község;466;507
HAJ;Magyarhomorog;község;394;408
HAJ;Mezőpeterd;község;367;303
HAJ;Mezősas;község;338;345
HAJ;Mikepércs;község;2 735;2 793
HAJ;Monostorpályi;község;1 098;1 163
HAJ;Nagyhegyes;község;1 458;1 520
HAJ;Nagykereki;község;727;712
HAJ;Nyíracsád;község;1 888;1 874
HAJ;Nyírmártonfalva;község;982;978
HAJ;Sáp;község;425;461
HAJ;Sáránd;község;1 132;1 214
HAJ;Szentpéterszeg;község;542;545
HAJ;Szerep;község;797;777
HAJ;Tépe;község;519;501
HAJ;Tetétlen;község;705;648
HAJ;Tiszagyulaháza;község;360;339
HAJ;Told;község;205;195
HAJ;Újiráz;község;221;263
HAJ;Újléta;község;583;550
HAJ;Újszentmargita;község;691;712
HAJ;Újtikos;község;412;411
HAJ;Váncsod;község;588;576
HAJ;Vekerd;község;54;46
HEV;Eger;vármegye székhely;22 403;26 530
HEV;Bélapátfalva;város;1 271;1 437
HEV;Füzesabony;város;3 594;3 712
HEV;Gyöngyös;város;12 253;14 061
HEV;Gyöngyöspata;város;1 192;1 238
HEV;Hatvan;város;9 373;10 271
HEV;Heves;város;4 795;5 231
HEV;Kisköre;város;1 336;1 346
HEV;Lőrinci;város;2 712;2 757
HEV;Pétervására;város;1 068;1 103
HEV;Verpelét;város;1 851;1 953
HEV;Kál;nagyközség;1 766;1 834
HEV;Parád;nagyközség;835;992
HEV;Recsk;nagyközség;1 229;1 406
HEV;Abasár;község;1 206;1 315
HEV;Adács;község;1 308;1 332
HEV;Aldebrő;község;363;361
HEV;Andornaktálya;község;1 331;1 354
HEV;Apc;község;1 226;1 253
HEV;Átány;község;799;772
HEV;Atkár;község;880;963
HEV;Balaton;község;489;499
HEV;Bátor;község;185;199
HEV;Bekölce;község;308;335
HEV;Besenyőtelek;község;1 295;1 316
HEV;Boconád;község;635;633
HEV;Bodony;község;356;358
HEV;Boldog;község;1 455;1 520
HEV;Bükkszék;község;330;350
HEV;Bükkszenterzsébet;község;461;553
HEV;Bükkszentmárton;község;168;179
HEV;Csány;község;1 077;1 160
HEV;Demjén;község;337;332
HEV;Detk;község;543;605
HEV;Domoszló;község;894;1 011
HEV;Dormánd;község;468;503
HEV;Ecséd;község;1 597;1 680
HEV;Egerbakta;község;692;765
HEV;Egerbocs;község;267;260
HEV;Egercsehi;község;621;661
HEV;Egerfarmos;község;336;344
HEV;Egerszalók;község;1 032;1 008
HEV;Egerszólát;község;524;532
HEV;Erdőkövesd;község;311;345
HEV;Erdőtelek;község;1 669;1 754
HEV;Erk;község;472;494
HEV;Fedémes;község;136;140
HEV;Feldebrő;község;508;561
HEV;Felsőtárkány;község;1 742;1 809
HEV;Gyöngyöshalász;község;1 335;1 360
HEV;Gyöngyösoroszi;község;746;776
HEV;Gyöngyössolymos;község;1 419;1 450
HEV;Gyöngyöstarján;község;1 101;1 176
HEV;Halmajugra;község;662;678
HEV;Heréd;község;917;928
HEV;Hevesaranyos;község;287;291
HEV;Hevesvezekény;község;305;329
HEV;Hort;község;1 787;1 911
HEV;Istenmezeje;község;618;683
HEV;Ivád;község;177;190
HEV;Kápolna;község;724;754
HEV;Karácsond;község;1 430;1 503
HEV;Kerecsend;község;1 191;1 095
HEV;Kerekharaszt;község;466;474
HEV;Kisfüzes;község;63;62
HEV;Kisnána;község;485;517
HEV;Kompolt;község;948;1 047
HEV;Kömlő;község;1 041;1 036
HEV;Ludas;község;376;397
HEV;Maklár;község;1 205;1 275
HEV;Markaz;község;879;898
HEV;Mátraballa;község;334;366
HEV;Mátraderecske;község;838;891
HEV;Mátraszentimre;község;237;218
HEV;Mezőszemere;község;584;558
HEV;Mezőtárkány;község;789;793
HEV;Mikófalva;község;322;349
HEV;Mónosbél;község;193;203
HEV;Nagyfüged;község;933;922
HEV;Nagykökényes;község;290;277
HEV;Nagyréde;község;1 591;1 658
HEV;Nagytálya;község;480;442
HEV;Nagyút;község;371;357
HEV;Nagyvisnyó;község;458;451
HEV;Noszvaj;község;877;991
HEV;Novaj;község;660;710
HEV;Ostoros;község;1 515;1 546
HEV;Pálosvörösmart;község;317;325
HEV;Parádsasvár;község;179;182
HEV;Pély;község;697;675
HEV;Petőfibánya;község;1 165;1 248
HEV;Poroszló;község;1 384;1 339
HEV;Rózsaszentmárton;község;934;1 030
HEV;Sarud;község;564;536
HEV;Sirok;község;847;894
HEV;Szajla;község;310;323
HEV;Szarvaskő;község;201;182
HEV;Szentdomonkos;község;241;254
HEV;Szihalom;község;1 053;1 051
HEV;Szilvásvárad;község;723;764
HEV;Szúcs;község;191;176
HEV;Szűcsi;község;688;840
HEV;Tarnabod;község;404;389
HEV;Tarnalelesz;község;783;832
HEV;Tarnaméra;község;767;776
HEV;Tarnaörs;község;877;895
HEV;Tarnaszentmária;község;111;116
HEV;Tarnaszentmiklós;község;407;375
HEV;Tarnazsadány;község;663;638
HEV;Tenk;község;575;591
HEV;Terpes;község;105;102
HEV;Tiszanána;község;1 218;1 215
HEV;Tófalu;község;295;299
HEV;Újlőrincfalva;község;119;95
HEV;Vámosgyörk;község;929;1 056
HEV;Váraszó;község;221;276
HEV;Vécs;község;317;313
HEV;Visonta;község;627;659
HEV;Visznek;község;581;560
HEV;Zagyvaszántó;község;927;940
HEV;Zaránk;község;208;242
KOM;Tatabánya;vármegye székhely;30 723;34 001
KOM;Esztergom;vármegyei jogú város;13 814;14 638
KOM;Ács;város;3 538;3 636
KOM;Bábolna;város;1 679;1 730
KOM;Dorog;város;5 326;5 831
KOM;Kisbér;város;2 633;2 806
KOM;Komárom;város;8 896;9 726
KOM;Lábatlan;város;2 454;2 581
KOM;Nyergesújfalu;város;3 491;3 746
KOM;Oroszlány;város;8 556;8 991
KOM;Tát;város;2 595;2 813
KOM;Tata;város;10 643;11 818
KOM;Nagyigmánd;nagyközség;1 437;1 438
KOM;Tokod;nagyközség;2 178;2 182
KOM;Ácsteszér;község;344;359
KOM;Aka;község;138;121
KOM;Almásfüzitő;község;963;1 042
KOM;Annavölgy;község;473;481
KOM;Ászár;község;856;879
KOM;Baj;község;1 448;1 458
KOM;Bajna;község;938;970
KOM;Bajót;község;802;853
KOM;Bakonybánk;község;216;213
KOM;Bakonysárkány;község;506;522
KOM;Bakonyszombathely;község;735;734
KOM;Bana;község;759;808
KOM;Bársonyos;község;345;417
KOM;Bokod;község;1 093;1 152
KOM;Császár;község;943;960
KOM;Csatka;község;117;113
KOM;Csém;község;196;220
KOM;Csép;község;175;185
KOM;Csolnok;község;1 600;1 631
KOM;Dad;község;520;512
KOM;Dág;község;465;481
KOM;Dömös;község;623;589
KOM;Dunaalmás;község;934;927
KOM;Dunaszentmiklós;község;274;308
KOM;Epöl;község;317;316
KOM;Ete;község;314;287
KOM;Gyermely;község;804;811
KOM;Héreg;község;595;560
KOM;Kecskéd;község;1 065;1 062
KOM;Kerékteleki;község;360;335
KOM;Kesztölc;község;1 437;1 434
KOM;Kisigmánd;község;257;240
KOM;Kocs;község;1 366;1 371
KOM;Kömlőd;község;544;588
KOM;Környe;község;2 440;2 413
KOM;Leányvár;község;922;949
KOM;Máriahalom;község;364;337
KOM;Mocsa;község;1 072;1 104
KOM;Mogyorósbánya;község;420;470
KOM;Nagysáp;község;760;752
KOM;Naszály;község;1 213;1 279
KOM;Neszmély;község;687;716
KOM;Piliscsév;község;1 290;1 324
KOM;Pilismarót;község;1 086;1 096
KOM;Réde;község;630;653
KOM;Sárisáp;község;1 405;1 476
KOM;Súr;község;628;654
KOM;Süttő;község;994;1 047
KOM;Szákszend;község;804;752
KOM;Szárliget;község;1 324;1 236
KOM;Szomód;község;1 223;1 205
KOM;Szomor;község;557;591
KOM;Tardos;község;816;880
KOM;Tarján;község;1 333;1 434
KOM;Tárkány;község;759;798
KOM;Tokodaltáró;község;1 508;1 526
KOM;Úny;község;370;397
KOM;Várgesztes;község;331;322
KOM;Vérteskethely;község;306;304
KOM;Vértessomló;község;754;725
KOM;Vértesszőlős;község;1 806;1 863
KOM;Vértestolna;község;302;312
NOG;Salgótarján;vármegye székhely;14 933;16 927
NOG;Balassagyarmat;város;6 457;7 282
NOG;Bátonyterenye;város;5 524;5 771
NOG;Pásztó;város;4 103;4 479
NOG;Rétság;város;1 250;1 332
NOG;Szécsény;város;2 531;2 787
NOG;Alsópetény;község;296;305
NOG;Alsótold;község;118;106
NOG;Bánk;község;372;374
NOG;Bárna;község;478;469
NOG;Becske;község;261;279
NOG;Bér;község;184;190
NOG;Bercel;község;846;836
NOG;Berkenye;község;375;413
NOG;Bokor;község;46;54
NOG;Borsosberény;község;448;450
NOG;Buják;község;965;1 025
NOG;Cered;község;490;537
NOG;Csécse;község;401;443
NOG;Cserháthaláp;község;186;178
NOG;Cserhátsurány;község;358;394
NOG;Cserhátszentiván;község;61;61
NOG;Csesztve;község;175;162
NOG;Csitár;község;205;174
NOG;Debercsény;község;40;39
NOG;Dejtár;község;719;679
NOG;Diósjenő;község;1 499;1 460
NOG;Dorogháza;község;482;500
NOG;Drégelypalánk;község;725;753
NOG;Ecseg;község;596;583
NOG;Egyházasdengeleg;község;188;205
NOG;Egyházasgerge;község;351;357
NOG;Endrefalva;község;583;616
NOG;Erdőkürt;község;259;259
NOG;Erdőtarcsa;község;281;291
NOG;Érsekvadkert;község;1 773;1 811
NOG;Etes;község;671;647
NOG;Felsőpetény;község;282;313
NOG;Felsőtold;község;67;72
NOG;Galgaguta;község;305;303
NOG;Garáb;község;21;19
NOG;Héhalom;község;495;479
NOG;Herencsény;község;297;275
NOG;Hollókő;község;151;178
NOG;Hont;község;247;274
NOG;Horpács;község;77;82
NOG;Hugyag;község;431;458
NOG;Iliny;község;66;85
NOG;Ipolyszög;község;292;300
NOG;Ipolytarnóc;község;224;198
NOG;Ipolyvece;község;397;399
NOG;Jobbágyi;község;952;977
NOG;Kálló;község;856;764
NOG;Karancsalja;község;732;742
NOG;Karancsberény;község;355;394
NOG;Karancskeszi;község;857;926
NOG;Karancslapujtő;község;1 224;1 265
NOG;Karancsság;község;624;642
NOG;Kazár;község;830;866
NOG;Keszeg;község;392;366
NOG;Kétbodony;község;231;243
NOG;Kisbágyon;község;198;224
NOG;Kisbárkány;község;75;86
NOG;Kisecset;község;116;93
NOG;Kishartyán;község;270;261
NOG;Kozárd;község;78;80
NOG;Kutasó;község;42;55
NOG;Legénd;község;236;248
NOG;Litke;község;402;401
NOG;Lucfalva;község;305;313
NOG;Ludányhalászi;község;762;722
NOG;Magyargéc;község;405;406
NOG;Magyarnándor;község;540;581
NOG;Márkháza;község;110;126
NOG;Mátramindszent;község;369;367
NOG;Mátranovák;község;761;859
NOG;Mátraszele;község;425;485
NOG;Mátraszőlős;község;709;783
NOG;Mátraterenye;község;849;861
NOG;Mátraverebély;község;901;874
NOG;Mihálygerge;község;265;287
NOG;Mohora;község;470;481
NOG;Nagybárkány;község;320;312
NOG;Nagykeresztúr;község;120;116
NOG;Nagylóc;község;702;728
NOG;Nagyoroszi;község;972;954
NOG;Nemti;község;342;370
NOG;Nézsa;község;616;634
NOG;Nógrád;község;870;849
NOG;Nógrádkövesd;község;311;305
NOG;Nógrádmarcal;község;245;210
NOG;Nógrádmegyer;község;808;844
NOG;Nógrádsáp;község;481;470
NOG;Nógrádsipek;község;325;342
NOG;Nógrádszakál;község;307;299
NOG;Nőtincs;község;604;629
NOG;Őrhalom;község;570;557
NOG;Ősagárd;község;140;166
NOG;Palotás;község;798;866
NOG;Patak;község;437;474
NOG;Patvarc;község;372;380
NOG;Piliny;község;316;278
NOG;Pusztaberki;község;102;90
NOG;Rákóczibánya;község;310;317
NOG;Rimóc;község;781;841
NOG;Romhány;község;1 063;1 154
NOG;Ságújfalu;község;468;503
NOG;Sámsonháza;község;120;120
NOG;Somoskőújfalu;község;1 079;1 105
NOG;Sóshartyán;község;450;450
NOG;Szalmatercs;község;244;239
NOG;Szanda;község;296;274
NOG;Szarvasgede;község;209;206
NOG;Szátok;község;293;264
NOG;Szécsénke;község;102;104
NOG;Szécsényfelfalu;község;212;206
NOG;Szendehely;község;807;865
NOG;Szente;község;141;165
NOG;Szilaspogony;község;157;187
NOG;Szirák;község;544;513
NOG;Szuha;község;261;290
NOG;Szurdokpüspöki;község;885;970
NOG;Szügy;község;709;725
NOG;Tar;község;913;1 004
NOG;Terény;község;160;199
NOG;Tereske;község;357;359
NOG;Tolmács;község;356;402
NOG;Vanyarc;község;583;610
NOG;Varsány;község;775;793
NOG;Vizslás;község;617;637
NOG;Zabar;község;233;241
PES;Érd;vármegyei jogú város;35 643;37 411
PES;Abony;város;7 256;7 709
PES;Albertirsa;város;6 814;7 269
PES;Aszód;város;2 961;3 240
PES;Biatorbágy;város;7 678;7 669
PES;Budakalász;város;5 966;6 327
PES;Budakeszi;város;7 698;8 339
PES;Budaörs;város;14 027;15 120
PES;Cegléd;város;17 327;18 699
PES;Dabas;város;8 530;9 098
PES;Diósd;város;5 683;6 050
PES;Dunaharaszti;város;11 858;12 317
PES;Dunakeszi;város;20 478;22 321
PES;Dunavarsány;város;4 464;4 694
PES;Fót;város;10 524;10 810
PES;Göd;város;10 723;11 200
PES;Gödöllő;város;14 763;16 377
PES;Gyál;város;12 265;12 606
PES;Gyömrő;város;9 812;10 708
PES;Halásztelek;város;6 070;6 397
PES;Isaszeg;város;5 869;5 919
PES;Kerepes;város;5 654;5 713
PES;Kiskunlacháza;város;4 603;4 861
PES;Kistarcsa;város;6 605;7 109
PES;Maglód;város;6 224;6 426
PES;Monor;város;9 478;9 851
PES;Nagykáta;város;5 939;6 294
PES;Nagykőrös;város;11 247;12 207
PES;Nagymaros;város;2 550;2 589
PES;Ócsa;város;5 065;5 179
PES;Őrbottyán;város;4 116;4 303
PES;Örkény;város;2 627;2 626
PES;Pécel;város;8 580;8 949
PES;Pilis;város;6 225;6 255
PES;Piliscsaba;város;4 335;4 440
PES;Pilisvörösvár;város;6 932;7 743
PES;Pomáz;város;9 057;9 516
PES;Ráckeve;város;5 318;5 710
PES;Sülysáp;város;4 358;4 382
PES;Százhalombatta;város;8 536;9 459
PES;Szentendre;város;13 661;14 937
PES;Szigethalom;város;9 444;9 736
PES;Szigetszentmiklós;város;19 830;20 831
PES;Szob;város;1 216;1 365
PES;Tápiószele;város;3 072;3 172
PES;Tököl;város;5 239;5 654
PES;Törökbálint;város;7 213;7 570
PES;Tura;város;3 799;4 095
PES;Újhartyán;város;1 432;1 557
PES;Üllő;város;6 437;6 761
PES;Vác;város;15 889;17 577
PES;Vecsés;város;10 459;11 112
PES;Veresegyház;város;10 244;10 798
PES;Visegrád;város;816;904
PES;Zsámbék;város;2 926;3 107
PES;Alsónémedi;nagyközség;2 828;2 914
PES;Bag;nagyközség;1 994;1 968
PES;Bugyi;nagyközség;2 754;2 804
PES;Csömör;nagyközség;5 065;5 250
PES;Dömsöd;nagyközség;3 095;3 083
PES;Kartal;nagyközség;3 021;3 131
PES;Leányfalu;nagyközség;1 962;2 142
PES;Mogyoród;nagyközség;4 243;4 235
PES;Nagykovácsi;nagyközség;4 403;4 603
PES;Solymár;nagyközség;5 618;5 998
